CustomerID,Age,Gender,Tenure_Months,Contract_Type,Monthly_Charges,Data_Usage_GB,Payment_Method,Customer_Service_Calls,Churn
430,51,Male,52,Month-to-month,88.63,55,Electronic check,0,0
431,55,Female,28,Two year,64.18,0,Bank transfer (automatic),0,0
432,42,Male,42,Two year,53.62,32,Credit card (automatic),1,0
433,57,Female,43,Two year,56.56,151,Electronic check,0,0
434,,Male,59,One year,58.33,133,,0,0
435,48,Male,28,Two year,20,111,Bank transfer (automatic),0,0
436,29,Female,50,One year,89.98,106,Bank transfer (automatic),0,0
437,33,Female,36,Two year,93.17,82,Electronic check,0,0
438,62,Female,,Two year,73.9,116,Electronic check,0,0
439,48,Female,44,Two year,63.29,80,Electronic check,2,1
440,,Female,,Month-to-month,79.38,56,Electronic check,0,0
441,33,Male,52,One year,105.83,83,Credit card (automatic),0,0
442,18,Male,13,Two year,,93,Bank transfer (automatic),3,1
443,54,Male,29,One year,63.7,76,Bank transfer (automatic),2,1
444,75,Male,19,Two year,97.49,58,Bank transfer (automatic),,1
445,68,Male,20,Month-to-month,92.84,66,Electronic check,0,0
446,49,Female,71,Month-to-month,53.4,100,Bank transfer (automatic),1,0
447,28,Female,19,One year,42.28,,Credit card (automatic),1,0
448,30,Male,47,One year,74.19,84,Electronic check,0,0
449,33,Male,34,Two year,94.17,54,Bank transfer (automatic),3,0
450,,Female,12,Month-to-month,41.36,,Electronic check,0,1
451,70,Female,51,Month-to-month,88.96,97,Bank transfer (automatic),,1
452,46,Female,53,Month-to-month,63.98,98,Bank transfer (automatic),0,0
453,45,Male,33,Two year,70.38,90,Bank transfer (automatic),1,0
454,35,Male,9,Month-to-month,56.54,47,Credit card (automatic),2,1
455,35,Male,27,Month-to-month,89.85,67,Bank transfer (automatic),0,0
456,53,Female,35,One year,65.45,54,Electronic check,5,0
457,28,Male,13,Month-to-month,93.46,63,Electronic check,0,1
458,37,Male,54,One year,70.82,69,Bank transfer (automatic),0,0
459,38,Male,28,Two year,54.9,179.53112309850775,Electronic check,1,0
460,75,Female,68,Two year,34.65,98,Bank transfer (automatic),0,0
461,,Male,35,Month-to-month,74.38,47,Credit card (automatic),1,1
462,60,Male,20,Two year,79.17,111,Electronic check,4,0
463,52,Male,,Two year,74.05,78,Bank transfer (automatic),0,0
464,31,Male,28,One year,61.13,29,Bank transfer (automatic),0,0
465,37,Non-binary,17,Month-to-month,96.31,49,Credit card (automatic),1,0
466,34,Male,60,Month-to-month,72.12,71,Credit card (automatic),0,0
467,75,Male,36,One year,75.84,99,Electronic check,0,0
468,50,Female,35,One year,97.98,100,Bank transfer (automatic),1,0
469,,Male,34,Two year,77.72,82,Credit card (automatic),3,1
470,48,Male,,Month-to-month,101.62,64,Credit card (automatic),2,0
471,23,Male,13,Month-to-month,82.1,30,Electronic check,4,1
472,18,Female,,Month-to-month,120.73,28,Electronic check,0,1
473,61,Male,43,Two year,32.01,111,Bank transfer (automatic),0,0
474,75,Male,55,One year,41.97,104,Bank transfer (automatic),0,0
475,43,Female,,One year,30.78,84,Bank transfer (automatic),3,0
476,19,Male,64,Month-to-month,84.66,50,Electronic check,0,0
477,55,Female,32,Two year,79.05,50,Bank transfer (automatic),0,0
478,75,Male,33,Month-to-month,54.29,97,Electronic check,0,0
479,74,Female,,Month-to-month,92.11,65,,2,0
480,52,Male,48,One year,102.6,89,Bank transfer (automatic),1,0
481,25,Female,32,Month-to-month,80.34,37,Bank transfer (automatic),3,0
482,22,Female,31,One year,73.52,68,Bank transfer (automatic),0,0
483,57,Male,45,Month-to-month,110.95,92,Credit card (automatic),1,0
484,31,Male,31,Two year,78.4,24,Electronic check,,1
485,85,Male,16,Month-to-month,92.17,87,Credit card (automatic),0,0
486,38,Female,9,Two year,94,107,Electronic check,2,1
487,18,Female,21,Two year,93.31,73,Bank transfer (automatic),0,1
488,37,Male,46,Two year,20,,Electronic check,0,0
489,31,Female,44,Two year,43.28,132,Bank transfer (automatic),0,0
490,25,Male,56,Two year,36.55,36,Electronic check,0,0
491,43,Male,60,One year,37.14,146,Electronic check,0,0
492,61,Non-binary,62,Month-to-month,51.59,60,Bank transfer (automatic),2,0
493,25,Male,1,Month-to-month,64.68,61,Bank transfer (automatic),2,0
494,75,Male,50,Two year,38.53,119,Credit card (automatic),0,0
495,67,Male,42,Two year,115.57,99,Bank transfer (automatic),0,1
496,21,Male,52,One year,56.28,29,Bank transfer (automatic),0,0
497,46,Female,26,Two year,72.17,111,Credit card (automatic),0,0
498,18,Female,38,One year,108.6,121,Electronic check,2,0
499,61,Male,3,Two year,71.12,51,Credit card (automatic),2,0
500,56,Female,62,One year,57.66,47,Bank transfer (automatic),0,0
501,75,Female,59,Month-to-month,73.91,142,Credit card (automatic),1,0
502,23,Male,29,Month-to-month,73.94,40,Electronic check,0,1
503,45,Female,41,One year,68.22,107,,0,0
504,38,Male,60,Two year,73.08,44,Electronic check,,0
505,41,Female,24,Two year,90.46,63,Credit card (automatic),0,1
506,26,Female,38,Month-to-month,,102,Bank transfer (automatic),2,0
507,,Female,5,Month-to-month,61.58,108,Electronic check,0,1
508,56,Male,20,Month-to-month,88.07,34,Bank transfer (automatic),0,1
509,52,Female,35,Month-to-month,80.22,8,Credit card (automatic),0,1
510,62,Non-binary,23,Month-to-month,72.82,56,Credit card (automatic),0,0
511,36,Male,56,One year,79.19,111,Credit card (automatic),1,0
512,37,Male,12,Month-to-month,108.06,64,Electronic check,0,1
513,41,Female,26,Two year,,58,Bank transfer (automatic),4,1
514,35,Male,39,Two year,62.73,55,Credit card (automatic),3,0
515,75,Female,42,One year,,63,Bank transfer (automatic),2,0
516,47,Female,29,One year,37.11,119,Bank transfer (automatic),0,0
517,47,Male,48,One year,22.51,61,Credit card (automatic),2,0
518,,Male,21,One year,47.38,105,Electronic check,0,0
519,,Female,14,Month-to-month,44.81,44,Credit card (automatic),0,1
520,34,Male,18,Month-to-month,93.18,60,Electronic check,1,1
521,37,Male,54,One year,89.37,61,Bank transfer (automatic),0,0
522,62,Male,36,Month-to-month,,59,Credit card (automatic),2,1
523,58,Female,56,Two year,72.93,45,Electronic check,0,0
524,48,Female,24,Two year,89,76,Bank transfer (automatic),0,0
525,25,Female,24,Two year,86.72,49,Bank transfer (automatic),5,1
526,50,Male,17,Month-to-month,114.23,37,Bank transfer (automatic),5,1
527,31,Male,4,Month-to-month,66.25,103,Bank transfer (automatic),0,1
528,67,Male,21,,54.64,74,Credit card (automatic),1,0
529,49,Female,48,,88.35,62,Credit card (automatic),0,0
530,39,Female,,One year,44.66,70,Electronic check,0,0
531,43,Female,25,Two year,70.37,0,Bank transfer (automatic),0,0
532,52,Female,19,Month-to-month,44.05,,Electronic check,0,0
533,39,Male,49,Month-to-month,98.89,43,Credit card (automatic),3,0
534,18,Male,27,Two year,34.38,76,Credit card (automatic),0,0
535,44,Female,39,Month-to-month,90.18,123,Electronic check,0,1
536,54,Female,40,Month-to-month,62.74,59,Bank transfer (automatic),2,0
537,29,Female,52,Two year,,36,Bank transfer (automatic),0,0
538,75,Female,27,Two year,50.85,97,Electronic check,5,0
539,36,Non-binary,,Two year,94.56,54,Credit card (automatic),2,0
540,46,Male,43,Two year,74.68,83,Electronic check,0,0
541,47,Male,7,Two year,83.17,73,Credit card (automatic),2,0
542,19,Male,48,Month-to-month,44.57,,Electronic check,0,0
543,52,Female,64,One year,81.57,97,Electronic check,0,0
544,30,Female,33,Month-to-month,51.52,9,Bank transfer (automatic),0,1
545,18,Male,18,Two year,82.62,41,Bank transfer (automatic),2,0
546,59,Non-binary,57,Month-to-month,87.18,53,Electronic check,3,1
547,42,Female,17,Month-to-month,59.27,98,,1,0
548,22,Male,16,Month-to-month,79.24,76,Bank transfer (automatic),,0
549,23,Female,48,Two year,264.3923705137568,14,Credit card (automatic),0,0
550,57,Male,37,Month-to-month,111.38,102,Bank transfer (automatic),0,0
551,46,Female,36,Two year,,59,,0,0
552,75,Male,47,Two year,63.15,112,Bank transfer (automatic),2,0
553,64,Female,51,,60.26,34,Bank transfer (automatic),0,0
554,54,Non-binary,48,Month-to-month,56.39,99,Credit card (automatic),3,0
555,45,Male,23,Month-to-month,,64,Electronic check,2,0
556,31,Female,10,Two year,86.04,48,Bank transfer (automatic),2,0
557,18,Male,4,One year,91.11,68,Bank transfer (automatic),0,0
558,45,Male,41,Month-to-month,52.03,79,Credit card (automatic),2,0
559,43,Female,42,One year,62.37,97,Credit card (automatic),1,0
560,30,Female,24,Two year,106.45,121,Credit card (automatic),0,1
561,75,Male,43,One year,,70,Electronic check,0,0
562,33,Male,63,Month-to-month,63.68,36,Bank transfer (automatic),0,0
563,23,Male,-1,Month-to-month,96.23,124,Bank transfer (automatic),0,0
564,75,Female,44,One year,50.11,87,Credit card (automatic),0,0
565,48,Male,,One year,47.94,56,Credit card (automatic),1,0
566,18,Male,34,Two year,63.63,38,Electronic check,4,1
567,21,Male,39,One year,253.59613284170305,69,Bank transfer (automatic),0,0
568,52,Female,18,Two year,73.62,110,Credit card (automatic),3,0
569,44,Female,26,Month-to-month,29.69,100,Credit card (automatic),2,0
570,33,Female,22,Month-to-month,80.42,75,Bank transfer (automatic),0,0
571,53,Female,72,Two year,73.89,29,Bank transfer (automatic),2,1
572,69,Female,14,Two year,53.64,108,Credit card (automatic),0,0
573,88,Non-binary,32,Two year,74.82,84,Bank transfer (automatic),0,1
574,43,Female,57,Two year,,100,Electronic check,5,0
575,18,Female,29,One year,122.37,89,Electronic check,1,0
576,42,Non-binary,35,,,98,Bank transfer (automatic),2,0
577,34,Female,29,Two year,30.09,44,Bank transfer (automatic),0,0
578,22,Male,12,,51.37,21,Bank transfer (automatic),5,0
579,61,Female,72,One year,69.58,128,Bank transfer (automatic),0,0
580,,Male,36,One year,114.91,101,Electronic check,4,0
581,48,Female,,One year,77.76,112,Bank transfer (automatic),1,0
582,50,Female,48,Two year,73.97,100,,1,0
583,75,Female,64,Month-to-month,36.74,582.9167921004777,Bank transfer (automatic),1,0
584,43,Female,63,Month-to-month,,101,Credit card (automatic),0,0
585,18,Male,23,Two year,48.54,80,Electronic check,0,1
586,43,Female,35,Two year,101.37,17,Bank transfer (automatic),0,1
587,29,Male,34,Month-to-month,110.52,81,Electronic check,1,0
588,69,Female,48,,62.22,78,Electronic check,1,0
589,35,Female,22,Two year,73.9,59,Bank transfer (automatic),4,0
590,57,Male,12,One year,38.72,115,Electronic check,,1
591,30,Female,2,Month-to-month,100.18,64,Electronic check,4,1
592,63,Male,33,One year,56.03,94,Credit card (automatic),0,0
593,48,Male,46,Two year,,122,Bank transfer (automatic),0,0
594,45,Female,,One year,68.37,123,Bank transfer (automatic),0,0
595,18,Male,6,Month-to-month,98.4,144.05285986528253,Bank transfer (automatic),0,0
596,41,Male,35,One year,76.97,93,Bank transfer (automatic),2,0
597,22,Female,38,Month-to-month,101.76,83,,4,1
598,86,Female,16,,96.94,37,Electronic check,4,1
599,58,Male,29,Month-to-month,52.24,139,Electronic check,1,1
600,23,Male,9,Two year,48.62,105,Bank transfer (automatic),0,0
601,64,Female,34,One year,59.88,80,Electronic check,,0
602,75,Female,26,Month-to-month,80.49,,Bank transfer (automatic),2,0
603,68,Male,50,Two year,38.07,54,Bank transfer (automatic),0,0
604,42,Female,45,One year,130,63,Bank transfer (automatic),0,0
605,75,Non-binary,65,One year,44.1,97,Credit card (automatic),0,0
606,35,Male,11,Two year,82.75,89,Bank transfer (automatic),2,0
607,,Male,54,One year,68.91,65,Credit card (automatic),5,0
608,55,Female,19,One year,86,23,Electronic check,2,0
609,62,Non-binary,50,One year,20,92,Electronic check,0,0
610,75,Male,72,Month-to-month,,90,Bank transfer (automatic),1,0
611,33,Female,30,Two year,72.93,4,Electronic check,0,1
612,47,Male,31,Two year,,105,Credit card (automatic),1,1
613,24,Female,45,Month-to-month,110.86,71,Bank transfer (automatic),1,0
614,49,Male,59,One year,67.51,106,Bank transfer (automatic),0,0
615,51,Male,31,Two year,85.11,91,Bank transfer (automatic),1,0
616,64,Female,55,One year,79.15,138,Bank transfer (automatic),0,0
617,54,Female,5,Month-to-month,63.82,74,Bank transfer (automatic),1,0
618,38,Male,29,One year,49.92,101,Credit card (automatic),0,0
619,59,Male,25,Month-to-month,54.22,74,Credit card (automatic),0,0
620,22,Male,31,Month-to-month,71.8,60,Bank transfer (automatic),1,0
621,58,Non-binary,16,Month-to-month,324.71783813355984,84,Bank transfer (automatic),2,0
622,50,Non-binary,60,Two year,73.02,170,Electronic check,0,0
623,69,Non-binary,33,Month-to-month,84.45,132,Bank transfer (automatic),1,1
624,48,Male,62,Two year,64.8,95,Credit card (automatic),1,0
625,28,Female,1,Month-to-month,117.26,27,Electronic check,0,0
626,32,Female,22,Month-to-month,114.16,48,Bank transfer (automatic),1,1
627,27,Female,42,One year,43.81,,Electronic check,2,0
628,46,Male,40,Two year,59.89,47,Bank transfer (automatic),0,0
629,63,Female,50,One year,66.03,94,Bank transfer (automatic),,0
630,23,Male,25,Month-to-month,95.39,85,Credit card (automatic),4,0
631,52,Female,37,Two year,81.67,,Credit card (automatic),1,0
632,60,Male,19,Month-to-month,40.01,92,Bank transfer (automatic),1,0
633,,Female,50,One year,50.39,53,Credit card (automatic),0,0
634,31,Male,,Two year,97,99,Bank transfer (automatic),4,0
635,18,Female,18,Month-to-month,67.56,30,Credit card (automatic),0,1
636,75,Female,48,Two year,53.23,65,Bank transfer (automatic),0,0
637,22,Non-binary,56,Two year,67.55,110,Bank transfer (automatic),0,0
638,41,Male,18,Two year,73.03,95,Credit card (automatic),0,0
639,37,Male,25,Two year,38.57,,Bank transfer (automatic),2,1
640,23,Male,33,Month-to-month,76.03,86,Credit card (automatic),0,1
641,53,Non-binary,20,One year,56.21,144,Bank transfer (automatic),0,0
642,63,Male,,One year,86.06,64,Bank transfer (automatic),0,0
643,18,Female,14,Two year,93.14,32,Credit card (automatic),4,0
644,18,Female,26,Month-to-month,74.95,76,Electronic check,5,0
645,34,Male,50,One year,64.87,,Bank transfer (automatic),0,0
646,35,Female,9,Month-to-month,60.47,43,Bank transfer (automatic),1,1
647,71,Female,26,Month-to-month,78.33,66,Credit card (automatic),3,0
648,51,Female,59,Two year,62.3,87,Bank transfer (automatic),0,0
649,43,Female,63,One year,26.55,54,Bank transfer (automatic),0,0
650,30,Male,42,One year,84.64,113,Credit card (automatic),0,1
651,67,Male,48,Month-to-month,44.19,43,Electronic check,0,0
652,48,Male,32,Month-to-month,65.11,101,Credit card (automatic),0,0
653,36,Female,52,Month-to-month,263.19471490563956,64,Electronic check,2,1
654,56,Female,33,Two year,46.69,154,Electronic check,0,0
655,71,Male,72,Two year,67.17,58,Electronic check,0,1
656,47,Female,,Two year,30.79,42,Electronic check,3,0
657,43,Female,29,Month-to-month,100.21,337.7384783341487,Bank transfer (automatic),,0
658,18,Male,25,,89.12,53,Electronic check,0,1
659,41,Male,44,Month-to-month,72.68,54,Credit card (automatic),1,0
660,18,Male,8,Two year,,81,Electronic check,0,1
661,52,Male,31,Month-to-month,84.38,61,Bank transfer (automatic),3,0
662,60,Female,43,One year,87.78,52,Bank transfer (automatic),0,0
663,35,Male,47,Month-to-month,63.96,51,,4,0
664,57,Female,9,Month-to-month,84.14,63,Credit card (automatic),0,1
665,48,Female,39,One year,81.63,34,Bank transfer (automatic),2,0
666,37,Female,27,,85.73,122,Credit card (automatic),1,0
667,53,Female,48,Two year,72.02,96,Bank transfer (automatic),2,0
668,25,Male,11,,101.09,55,Electronic check,2,1
669,53,Male,30,Month-to-month,46.29,24,Electronic check,1,0
670,69,Female,57,Month-to-month,52.21,102,Bank transfer (automatic),0,0
671,19,Female,18,Month-to-month,74.22,36,Electronic check,0,0
672,28,Female,34,Two year,46.53,115,Credit card (automatic),2,0
673,55,Female,49,Month-to-month,56.14,68,Electronic check,0,0
674,33,Male,1,Two year,102.77,12,Credit card (automatic),0,0
675,32,Female,50,Two year,54.39,62,Bank transfer (automatic),0,0
676,37,Male,45,One year,47.95,49,Bank transfer (automatic),5,0
677,56,Female,43,Two year,48.49,107,,2,0
678,47,Non-binary,36,Month-to-month,42.51,,,0,0
679,60,Male,50,Month-to-month,92.27,112,Electronic check,0,0
680,,Male,16,Two year,67,158,Credit card (automatic),0,0
681,26,Female,9,Month-to-month,68.06,90,Bank transfer (automatic),0,1
682,46,Male,68,Month-to-month,49.69,,Electronic check,0,0
683,34,Female,47,Month-to-month,77.06,,Credit card (automatic),0,0
684,34,Male,28,Month-to-month,72.16,68,Electronic check,5,0
685,75,Male,52,Month-to-month,73.56,137,Mailed check,0,0
686,35,Male,30,Two year,68.15,87,Electronic check,4,0
687,73,Female,45,Two year,91.83,51,Credit card (automatic),4,1
688,43,Non-binary,40,One year,78.86,102,Electronic check,0,0
689,,Female,37,Two year,100.83,136,Credit card (automatic),4,0
690,61,Female,1,Month-to-month,66.78,28,Bank transfer (automatic),4,1
691,46,Male,54,Month-to-month,29.88,88,Bank transfer (automatic),0,0
692,50,Female,10,Two year,68.37,58,Electronic check,0,1
693,39,Male,55,Two year,,142,Bank transfer (automatic),0,0
694,75,Female,40,One year,,70,Credit card (automatic),0,0
695,18,Female,12,Two year,45.18,107,Credit card (automatic),0,0
696,19,Female,45,Two year,41.7,85,Bank transfer (automatic),2,0
697,28,Female,43,One year,74.05,77,Bank transfer (automatic),1,1
698,69,Male,,Month-to-month,76.33,67,Bank transfer (automatic),1,1
699,46,Female,42,Month-to-month,52.5,71,Bank transfer (automatic),0,1
700,68,Female,39,Two year,28,157,Bank transfer (automatic),4,0
701,39,Female,31,Two year,95.9,113,Credit card (automatic),4,0
702,27,Male,30,Two year,73.61,52,Credit card (automatic),5,0
703,24,Female,2,Two year,74.1,73,Credit card (automatic),0,0
704,42,Female,33,Two year,57.95,115,Electronic check,1,0
705,25,Male,31,Two year,100.06,132,Credit card (automatic),1,1
706,18,Female,33,Month-to-month,63.7,39,Bank transfer (automatic),2,1
707,75,Non-binary,72,Two year,54.88,131,Bank transfer (automatic),2,0
708,25,Non-binary,35,Two year,63.52,54,Credit card (automatic),1,1
709,,Male,43,One year,59.61,96,Electronic check,0,0
710,60,Male,21,Two year,21.62,104,Bank transfer (automatic),0,0
711,47,Male,,Two year,46.09,116,Credit card (automatic),2,0
712,52,Male,40,Month-to-month,68.84,62,Electronic check,0,0
713,62,Female,32,Two year,40.34,61,Electronic check,0,0
714,61,Non-binary,41,One year,85.98,85,Credit card (automatic),0,0
715,50,Male,48,One year,74.03,44,Credit card (automatic),1,0
716,43,Male,,Two year,79.88,57,Bank transfer (automatic),3,1
717,,Female,34,Two year,88.38,109,Electronic check,0,0
718,27,Non-binary,11,One year,59.71,99,Bank transfer (automatic),,0
719,71,Male,33,Two year,76.14,107,Bank transfer (automatic),0,0
720,58,Female,30,Month-to-month,66.43,45,Electronic check,0,0
721,,Male,22,Month-to-month,91.64,33,Credit card (automatic),3,1
722,55,Male,,Two year,78.37,58,Credit card (automatic),2,0
723,40,Female,72,One year,70.86,109,,2,0
724,45,Female,25,Two year,85.69,59,Bank transfer (automatic),0,1
725,25,Non-binary,30,Month-to-month,77.27,99,,1,0
726,42,Female,43,Month-to-month,45.41,82,Bank transfer (automatic),3,0
